custid,region,townsize,gender,age,agecat,birthmonth,bday,byear,ed,edcat,jobcat,union,employ,income,empcat,retire,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,bmnth
5538-DRGHIE-PF0,1,1,0,28,3,October,15,48,11,1,2,1,1,17,1,0,2.83321334405622,1,8.2,0.150552,-1.89344673951959,1.243448,0.217888165936204,1,2,1,14,2,6,1,1,0,0,0,0,0,0,0,1,5,2,3,1,0,8.2,1,0,0,1,1,23,1,0,0,0,0,0,0,0,0,0,9,5,1,0,1,3,1,2,0,7,3,5,4,1,0,6,3,10,381.14,2,73.22,1,3,16,0,7.85,2.06051353179432,116.3,4.75617305952462,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,0,0,1,0,0,1,30,1,0,0,0,0,0,1,0,0,0,0,0,10
3550-PQUPPM-42T,3,3,0,53,5,August,11,54,20,5,2,0,11,141,4,0,4.94875989037817,5,9.9,9.589833,2.26070347477083,4.369167,1.47457237308864,0,5,1,17,4,3,1,0,1,0,0,0,0,0,1,1,20,4,0,-1,-1,-1,-1,-1,0,10,5,23,0,1,0,0,0,0,0,1,0,1,9,6,1,1,1,4,2,1,0,13,4,1,4,3,0,8,3,11,445.9,3,198.77,0,3,36,1,3.4,1.22377543162212,122,4.80402104473326,1,29,3.36729582998647,1042.4,6.94928102581064,1,49.25,3.8969093676181,1693.6,7.43461171982066,1,22.25,3.10234200861225,790,6.67203294546107,1,61.25,4.11496384942484,2209.2,7.70038573802703,1,1,1,3,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,0,0,0,0,8
9809-NBCXAS-1RB,4,5,0,36,4,August,10,50,12,2,2,0,5,45,2,0,3.80666248977032,2,8.3,0.88893,-0.117736786725882,2.84607,1.04593909528929,1,4,0,-1,-1,2,3,0,0,3,0,0,0,0,0,2,6,2,3,1,0,21.2,2,1,0,1,1,26,1,0,0,1,0,0,0,1,1,0,1,2,1,0,1,4,1,1,0,13,4,1,1,2,0,11,4,13,461.15,9,305.7,0,3,38,0,6.75,1.90954250488444,244.7,5.50003297044863,0,0,#NULL!,0,#NULL!,1,27.4,3.31054301339402,1123.6,7.02429309523009,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,0,0,3,0,0,0,0,1,1,29,1,1,1,0,1,1,1,0,0,0,0,0,8
8733-EDAXNE-8DV,3,1,0,47,4,February,13,49,20,5,5,0,17,137,5,0,4.91998092582813,5,13.7,3.303344,1.19493528873013,15.465656,2.73862182360145,0,4,1,19,4,2,2,2,0,0,0,0,0,0,1,1,20,4,1,1,1,78.1,3,0,0,8,4,21,0,0,1,0,0,0,0,1,0,0,1,7,0,1,1,1,4,1,0,29,5,4,2,3,0,27,5,8,416.12,8,558.23,0,3,69,0,22.05,3.09331260189286,1473.3,7.29526006171331,0,0,#NULL!,0,#NULL!,1,44.85,3.80332358850481,2973,7.9973268229981,1,28.25,3.34109345759245,1885,7.54168309988211,1,36.45,3.59594145845467,2475.25,7.81409668000262,1,1,1,3,0,1,0,0,1,1,22,1,1,1,0,1,1,1,0,1,0,1,0,2
8170-YHWTSQ-825,5,2,0,75,6,April,19,41,11,1,2,0,2,10,2,1,2.30258509299405,1,2.4,0.03888,-3.2472752993899,0.20112,-1.6038535341402,0,2,0,-1,-1,1,1,1,0,0,0,0,0,0,0,2,35,5,1,1,0,4.9,1,1,0,5,3,24,0,0,0,1,1,1,0,0,0,0,9,3,0,0,0,4,3,4,0,23,5,2,2,2,0,15,4,17,197.27,4,65.47,0,2,46,0,19.8,2.98568193770049,884.75,6.78530511922557,1,24.75,3.2088254890147,1058,6.96413561241825,0,0,#NULL!,0,#NULL!,1,14,2.63905732961526,640,6.46146817635372,0,0,#NULL!,0,#NULL!,0,0,0,0,1,1,1,1,0,1,21,0,0,1,0,1,0,0,0,1,0,1,0,4
1144-GVCZDP-8DV,2,3,1,49,4,February,13,51,22,5,1,1,3,73,2,0,4.29045944114839,3,9.2,1.437224,0.362713475255009,5.278776,1.66369425266236,0,3,1,20,5,5,13,2,0,0,0,0,0,11,1,1,20,4,1,1,1,33.9,2,1,0,5,3,19,0,0,0,1,1,0,0,1,0,0,9,4,0,0,1,4,4,3,1,13,4,2,3,3,0,13,4,4,78.22,1,21.39,1,1,31,1,7,1.94591014905531,238,5.47227067367148,1,19.5,2.9704144655697,598.55,6.39451006369738,1,57.25,4.04742764243435,1740.25,7.46178406004878,0,0,#NULL!,0,#NULL!,1,62.3,4.13196142579341,1879.25,7.53862804005758,1,1,1,4,0,0,0,0,1,1,22,1,1,1,1,1,1,1,1,0,0,0,0,2
8846-JJEGFU-I69,1,1,1,59,5,May,18,54,13,2,1,0,15,63,4,0,4.14313472639153,3,6,0.59346,-0.521785464002333,3.18654,1.15893568865121,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,25,4,1,1,0,36.2,2,1,0,1,1,16,1,0,1,0,0,0,0,0,0,0,9,4,1,0,0,4,2,3,0,13,4,3,3,4,0,15,4,9,283.59,3,155.47,0,1,41,0,13,2.56494935746154,479,6.17170059741092,1,19.25,2.95751106073379,775.6,6.6536369233685,0,0,#NULL!,0,#NULL!,1,9,2.19722457733622,330,5.79909265446053,1,19.35,2.96269241947579,764.35,6.63902579944704,0,0,0,2,1,1,1,1,0,1,13,1,1,1,0,1,1,1,1,0,0,0,1,5
4226-TEHKPJ-GKG,1,2,1,55,5,September,17,53,12,2,3,0,10,50,3,0,3.91202300542815,3,5.1,1.0863,0.0827774264575682,1.4637,0.380967476507764,0,2,1,11,1,3,0,0,0,0,0,0,0,0,1,1,32,5,2,1,0,31.8,2,0,0,1,1,21,1,0,0,0,0,0,0,0,0,0,9,4,1,0,0,1,1,3,0,22,5,3,1,4,0,15,4,11,501.11,2,63.31,0,2,49,0,9.3,2.23001440015921,465.5,6.14311209671712,1,53.5,3.97968165390196,2663.3,7.88732123436933,0,0,#NULL!,0,#NULL!,1,42,3.73766961828337,2060,7.63046126178363,0,0,#NULL!,0,#NULL!,0,1,0,0,1,1,1,1,0,1,29,1,1,1,0,0,0,0,0,1,0,0,0,9
9714-LCYJJB-SCS,5,2,0,25,3,April,15,57,14,2,1,0,1,50,1,0,3.91202300542815,3,10.5,1.218,0.197210169287705,4.032,1.39426253076907,1,2,0,-1,-1,5,1,0,1,0,0,0,0,0,0,2,3,2,0,-1,-1,-1,-1,-1,1,8,4,15,0,0,0,0,1,0,0,1,0,0,9,5,0,0,1,4,4,4,0,7,3,2,1,1,0,7,3,11,391.97,4,166.43,1,1,46,0,14.45,2.67069441455844,659.35,6.49125450125371,0,0,#NULL!,0,#NULL!,1,29.75,3.39282913199164,1319.5,7.18500815594338,1,26.5,3.27714473299218,1150,7.0475172213573,0,0,#NULL!,0,#NULL!,1,1,0,2,0,0,0,0,0,1,22,1,1,1,0,1,0,1,0,1,0,0,1,4
2866-TTOTKL-TA7,5,4,0,78,6,September,7,48,11,1,3,0,30,28,5,1,3.3322045101752,2,9.8,1.635424,0.491902097946852,1.108576,0.103076308842652,0,5,1,15,3,2,9,0,0,0,0,0,0,9,0,3,36,5,2,1,0,15.8,1,1,0,4,3,34,0,0,1,1,0,0,0,0,0,1,2,4,0,1,1,2,3,2,0,14,4,5,1,1,1,12,4,5,163.72,7,227.41,0,2,31,0,5,1.6094379124341,133.35,4.89297725062802,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,10.75,2.37490575457367,295,5.68697535633982,0,0,#NULL!,0,#NULL!,0,0,0,0,0,0,0,0,0,1,20,1,1,1,0,0,0,0,0,1,1,0,0,9
7217-UECHSF-PCR,1,1,1,48,4,November,13,44,11,1,2,0,2,23,2,0,3.13549421592915,1,18.7,2.051577,0.718608765707804,2.249423,0.810673738884385,1,2,0,-1,-1,2,9,0,0,0,2,0,0,7,1,3,22,4,2,1,0,9.3,1,0,0,1,1,23,1,0,1,0,0,0,0,0,0,0,9,5,0,0,0,5,3,2,0,11,4,3,2,1,0,10,3,11,268.09,5,83.11,1,3,23,0,6.5,1.87180217690159,169.8,5.13462127387725,1,34.75,3.5481795720108,763.75,6.63824051048581,0,0,#NULL!,0,#NULL!,1,15.75,2.75684036527164,345,5.84354441703136,1,19.7,2.98061863574394,387.9,5.96074757444592,0,0,0,1,1,1,1,1,0,1,28,1,1,1,0,1,0,0,0,0,1,0,1,11
0197-AMEAYR-851,5,1,0,47,4,August,13,53,19,4,2,0,1,75,1,0,4.31748811353631,4,2.2,0.1023,-2.27984560602456,1.5477,0.436769957936577,0,4,1,21,5,2,6,0,0,0,0,0,0,6,0,2,24,4,1,1,1,46.1,3,1,0,3,2,22,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,1,1,4,0,15,4,4,4,4,0,12,4,14,333.68,5,136.67,0,3,21,1,6.15,1.81645208181843,141.25,4.95053137002655,0,0,#NULL!,0,#NULL!,1,26.35,3.27146827498737,516.3,6.2466879918856,1,13.75,2.62103882411258,290,5.66988092298052,0,0,#NULL!,0,#NULL!,0,0,0,0,0,0,0,0,1,1,19,1,1,1,0,1,1,0,0,0,0,1,0,8
1743-WAHPKT-DNW,5,1,0,75,6,February,13,48,10,1,2,0,11,28,4,0,3.3322045101752,2,3.3,0.394548,-0.930014473093965,0.529452,-0.63591276960785,0,2,1,10,1,2,0,0,0,0,0,0,0,0,1,3,13,3,1,1,0,13.8,1,0,0,4,3,20,0,0,0,1,0,0,0,1,0,0,9,6,1,1,0,1,2,2,0,3,2,3,2,4,0,6,3,10,453.52,6,163.55,0,2,16,0,4.3,1.45861502269952,75,4.31748811353631,1,22.5,3.11351530921037,368.3,5.90889782345102,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,0,1,0,0,0,1,12,1,1,1,0,0,0,0,0,0,0,1,0,2
9840-VEWFQZ-W5V,3,1,1,43,4,August,15,52,19,4,2,0,4,33,2,0,3.49650756146648,2,12.6,2.116422,0.749726927004207,2.041578,0.713723038248205,0,1,1,20,5,2,5,0,0,0,0,0,0,5,1,3,11,3,1,1,1,17.2,1,0,0,1,1,22,1,0,1,0,0,0,0,0,0,0,9,4,1,0,1,4,1,3,1,9,3,1,2,3,0,3,2,14,272.44,9,253.58,1,1,27,0,6.65,1.89461685466776,201.55,5.30603748956318,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,0,0,0,0,0,1,18,1,1,1,0,0,0,1,0,0,0,0,0,8
6203-JLXPIJ-YQZ,5,5,0,45,4,December,13,61,10,1,6,0,15,44,4,0,3.78418963391826,2,13.6,0.98736,-0.0127205644093803,4.99664,1.60876568654089,0,2,1,9,1,5,1,1,0,0,0,0,0,0,1,1,25,4,1,1,1,30.9,2,1,0,8,4,39,1,0,1,1,1,0,0,1,0,0,9,5,1,0,0,3,2,2,1,27,5,2,3,4,1,20,5,9,283.72,2,54.74,1,1,62,0,16.15,2.78192004966867,1016.85,6.92446489254508,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,28.25,3.34109345759245,1730,7.45587668749182,0,0,#NULL!,0,#NULL!,1,0,0,0,0,0,0,0,0,1,13,1,1,1,0,0,0,0,0,0,0,0,0,12
4166-WEDNXN-5RK,5,4,0,21,2,December,14,54,16,3,3,0,0,31,1,0,3.43398720448515,2,9.2,0.77004,-0.261312817431713,2.08196,0.733309757712349,1,1,0,-1,-1,1,6,1,0,0,2,0,0,3,0,2,1,1,2,1,0,16,1,1,0,5,3,25,0,1,0,1,1,0,0,0,0,0,9,6,0,1,1,4,3,1,0,3,2,3,1,1,0,2,2,9,196.56,3,89.2,1,1,13,0,4.75,1.55814461804655,47.55,3.8617817889914,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,1,0,0,0,0,0,1,17,1,1,1,0,1,0,1,0,0,1,0,0,12
4643-WSLHBV-DM5,2,1,0,53,5,December,16,50,21,5,3,0,19,284,5,0,5.64897423816121,5,9.4,15.456984,2.73806094003993,11.239016,2.41939129614932,1,2,0,-1,-1,1,2,0,0,2,0,0,0,0,1,1,25,4,2,1,0,92.4,3,0,0,1,1,29,1,0,0,0,0,0,0,0,0,1,9,6,1,0,1,4,1,3,1,30,5,2,1,2,0,18,5,12,1010.34,5,285.59,0,2,48,0,13.35,2.59151638484626,661.55,6.49458556648842,1,45,3.80666248977032,2199.2,7.69584893685104,0,0,#NULL!,0,#NULL!,1,13.75,2.62103882411258,540,6.29156913955832,1,57.05,4.04392807630808,2716.6,7.90713637738839,1,1,1,3,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,0,0,0,12
1441-JNZRPW-8KQ,3,3,1,30,3,December,13,53,13,2,6,0,8,49,3,0,3.89182029811063,2,2.1,0.193452,-1.64272585930028,0.835548,-0.179667481968546,0,4,0,-1,-1,1,2,2,0,0,0,0,0,0,1,4,3,2,3,1,0,28.8,2,0,0,4,3,34,1,0,0,1,1,0,0,0,0,0,9,4,0,0,1,2,3,4,1,2,2,3,2,3,1,2,2,12,221.56,6,133.45,0,1,3,1,4.05,1.39871688111845,11.15,2.41143949790613,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,0,0,0,0,1,1,18,1,1,1,0,0,1,1,0,0,0,0,0,12
5811-BKUTYY-F7I,2,1,1,58,5,May,18,46,19,4,6,0,18,15,5,1,2.70805020110221,1,7.6,0.08436,-2.47266192337156,1.05564,0.0541472180704463,0,5,0,-1,-1,1,4,0,0,0,0,0,0,4,0,2,11,3,1,1,1,9.2,1,0,0,3,2,20,0,0,1,0,0,0,0,1,0,1,9,4,0,0,1,3,1,2,0,19,5,4,4,3,1,10,3,4,65.08,6,57.7,0,3,42,0,16.55,2.80638610182307,710.95,6.56660210384238,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,30.75,3.42588999425253,1270,7.14677217945264,0,0,#NULL!,0,#NULL!,0,0,0,2,0,1,0,1,0,1,16,1,1,1,0,1,1,0,0,0,0,0,0,5
0926-OZQUQX-GXA,2,2,0,35,4,January,14,58,11,1,1,1,5,17,2,0,2.83321334405622,1,2.3,0.254932,-1.36675843605226,0.136068,-1.99460051820443,1,2,1,9,1,4,4,0,0,0,0,0,0,4,1,1,11,3,1,1,1,11.4,1,0,0,8,4,24,0,0,0,0,0,0,0,1,0,0,9,4,0,0,0,4,3,4,1,17,5,3,1,1,0,17,5,12,192.19,8,153.43,1,1,48,0,12.9,2.55722731136763,555.75,6.32031855284431,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,10,2.30258509299405,515,6.24416690066374,0,0,#NULL!,0,#NULL!,1,0,0,0,0,0,1,0,0,1,26,0,1,1,0,1,0,0,0,1,0,0,0,1
5007-HXEVVL-NW5,3,2,1,48,4,August,18,53,14,2,1,0,14,83,4,0,4.4188406077966,4,11.3,4.820806,1.57294113399983,4.558194,1.51692649244516,0,3,1,13,2,2,7,0,1,0,0,0,0,6,1,3,21,4,1,1,1,36,2,0,1,3,2,26,1,0,1,0,0,0,1,0,0,0,3,4,1,0,0,4,1,4,0,12,4,3,2,4,1,9,3,8,220.46,2,73.36,1,3,37,0,5.6,1.7227665977411,221.2,5.39906726964818,1,24,3.17805383034795,885.9,6.78660407741799,1,49.85,3.90901849640785,1886.7,7.54258455021757,1,33,3.49650756146648,1120,7.02108396428914,1,50,3.91202300542815,1710.15,7.44433636494784,1,1,1,4,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1,0,0,0,0,8
8101-YOBRYX-REF,3,3,1,57,5,April,13,60,15,3,1,0,8,82,3,0,4.40671924726425,4,34.2,1.12176,0.114898880476521,26.92224,3.29295271082447,1,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,23,4,4,1,1,53.2,3,1,0,1,1,18,1,0,1,0,0,0,0,1,0,0,2,5,0,0,0,3,3,1,0,9,3,5,4,4,0,5,2,12,371.81,2,100.91,1,2,18,0,5.75,1.74919985480926,107.95,4.68166815696082,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,21,3.04452243772342,351.7,5.86277853947994,0,1,0,2,1,0,0,1,0,1,12,1,1,1,0,1,1,1,0,0,0,0,0,4
8267-UTARFV-TZK,4,1,1,61,5,April,17,60,20,5,3,0,11,62,4,0,4.12713438504509,3,2.3,0.537602,-0.620636769542022,0.888398,-0.11833543820258,0,4,1,18,4,4,2,0,2,0,0,0,0,0,1,1,9,3,0,-1,-1,-1,-1,-1,0,6,3,23,0,1,0,0,0,1,0,0,0,0,9,5,0,0,1,1,4,2,1,12,4,4,1,2,0,10,3,10,415.8,9,378.38,1,2,30,1,5.6,1.7227665977411,174.05,5.15934261425745,1,28.25,3.34109345759245,793.05,6.67588627134957,0,0,#NULL!,0,#NULL!,1,12.75,2.54553127160443,330,5.79909265446053,0,0,#NULL!,0,#NULL!,0,0,0,0,0,1,1,1,1,1,18,1,1,1,0,0,1,0,0,0,0,1,0,4
4432-KMTQXO-788,5,4,1,56,5,April,13,48,19,4,1,0,6,138,3,0,4.92725368515721,5,7,4.47258,1.49796542332852,5.18742,1.64623646375115,0,4,1,15,3,2,0,0,0,0,0,0,0,0,0,2,23,4,5,1,0,67.8,3,1,0,1,1,19,1,0,0,0,0,0,0,0,0,0,9,4,0,0,1,4,3,1,0,35,5,1,1,4,1,26,5,10,693.8,7,325.96,1,3,66,0,22.05,3.09331260189286,1442.05,7.27382099130756,1,42.75,3.75536919538277,2678,7.89282552625112,1,48.05,3.8722421354163,3054.8,8.02446940301423,1,32.25,3.47351804324178,2120,7.65917136766606,1,60.5,4.1026433650368,4054.25,8.30752099259948,1,1,1,2,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,0,0,0,4
9172-WITHKP-BXZ,2,1,1,29,3,June,12,62,17,4,2,0,1,35,1,0,3.55534806148941,2,5.7,1.079295,0.0763080502061714,0.915705,-0.0880610185797651,0,4,1,16,3,2,0,0,0,0,0,0,0,0,0,2,5,2,3,0,1,16.8,1,0,1,1,1,20,1,0,0,0,0,0,0,1,0,0,9,4,0,0,1,3,2,4,0,11,4,2,4,3,0,11,4,15,363,11,344.38,1,3,57,0,17.05,2.83615020372953,934,6.83947643822884,1,30.75,3.42588999425253,1727.8,7.45460420192478,0,0,#NULL!,0,#NULL!,1,14.75,2.69124308278583,790,6.67203294546107,1,43.15,3.76468241752944,2437.2,7.79860511837434,1,1,0,1,1,1,1,1,1,1,22,1,1,1,1,1,1,1,0,1,0,0,0,6
1114-UELZXT-QT7,4,1,1,68,6,August,16,49,11,1,4,0,36,35,5,1,3.55534806148941,2,12.2,0.74298,-0.297086152527075,3.52702,1.26045332177937,0,3,1,16,3,2,0,0,0,0,0,0,0,0,0,2,26,5,2,1,0,13.9,1,0,1,1,1,19,1,0,1,0,0,0,0,1,0,0,9,6,1,0,0,1,2,4,0,30,5,2,1,3,0,24,5,4,145.59,9,313.28,0,2,64,0,17.7,2.87356463957978,1114,7.01571242048723,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,25.5,3.23867845216438,1585,7.36833968631138,0,0,#NULL!,0,#NULL!,0,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,0,1,1,1,0,0,8
0992-DNDKIT-CUP,5,3,0,22,2,June,15,53,16,3,6,0,0,20,1,0,2.99573227355399,1,5.2,0.27976,-1.27382318622702,0.76024,-0.274121106079077,1,1,1,13,2,4,3,3,0,0,0,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,0,4,3,19,0,0,0,1,0,0,0,1,0,0,9,2,1,0,1,4,3,2,0,4,2,1,1,3,0,4,2,16,482.3,6,110.53,1,1,29,1,7.2,1.97408102602201,220.9,5.39771011042607,0,0,#NULL!,0,#NULL!,1,21.4,3.06339092202781,559.85,6.32766889070621,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,4,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,0,0,0,0,6
2654-JRLXAI-HC7,2,1,1,46,4,March,14,46,10,1,1,0,5,25,2,0,3.2188758248682,2,7.7,0.4774,-0.739400565077407,1.4476,0.36990701270745,0,4,0,-1,-1,1,6,0,0,0,0,0,0,6,0,2,14,3,2,1,0,13.4,1,0,1,5,3,26,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,2,2,3,0,16,5,1,1,3,0,9,3,7,138.95,6,108.01,0,1,31,0,9.2,2.21920348405499,322.5,5.77610313623583,1,17.5,2.86220088092947,552.75,6.31490581973756,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,1,0,1,0,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0,3
0405-BACHZT-AYK,4,1,0,24,2,October,12,56,17,4,1,0,0,33,1,0,3.49650756146648,2,3.9,0.428571,-0.847298860387704,0.858429,-0.152651304452524,0,1,1,19,4,3,1,1,0,0,0,0,0,0,1,3,3,2,2,1,1,16.8,1,1,0,1,1,30,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,4,4,4,0,6,3,3,3,2,0,2,2,12,188.52,5,96.12,0,3,5,1,5.95,1.78339121955754,38.25,3.64414356027254,0,0,#NULL!,0,#NULL!,1,41.85,3.73409179693548,163.4,5.0962011824259,0,0,#NULL!,0,#NULL!,1,25.4,3.23474917402449,89.6,4.49535531998088,0,1,0,4,0,0,0,0,1,1,22,1,1,1,1,1,1,1,1,0,0,0,0,10
4939-KCMADL-HLM,3,2,1,78,6,June,15,49,16,3,2,0,18,32,5,1,3.46573590279973,2,23.1,3.171168,1.15409997428526,4.220832,1.44003226501326,0,5,1,17,4,2,9,0,0,0,0,0,0,9,0,2,20,4,1,0,0,14.8,1,0,0,6,3,22,1,0,1,1,1,1,0,0,0,0,9,4,0,0,0,2,3,4,0,19,5,3,3,1,0,12,4,11,176.2,7,120.6,0,2,39,0,6.75,1.90954250488444,234.75,5.45852111808837,1,43.75,3.77849161280362,1739.95,7.46161165616352,0,0,#NULL!,0,#NULL!,1,16.5,2.80336038090653,620,6.42971947803914,1,32.2,3.47196645255036,1224.05,7.10992031191115,1,1,1,0,1,1,1,1,0,1,20,1,1,1,0,1,0,0,1,0,0,0,0,6
4724-UVMKNV-Z1I,2,2,0,73,6,July,16,53,10,1,1,0,31,16,5,1,2.77258872223978,1,3,0.29856,-1.20878436132316,0.18144,-1.70683025844275,0,4,1,10,1,4,5,0,0,0,0,5,0,0,0,2,21,4,2,0,0,7,1,0,1,1,1,19,1,0,1,0,0,0,0,0,0,0,2,6,0,0,0,1,1,3,0,33,5,3,2,1,0,25,5,11,303.73,2,67.22,0,2,66,0,19.1,2.94968833505258,1231.75,7.11619120142407,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,28.5,3.3499040872746,1900,7.54960916515453,0,0,#NULL!,0,#NULL!,0,0,0,0,0,0,0,0,0,1,33,1,1,1,0,0,0,0,0,1,0,0,0,7
4231-HZEXGK-HRI,4,3,1,26,3,August,15,46,20,5,1,0,0,64,1,0,4.15888308335967,3,3.9,0.391872,-0.936820023126648,2.104128,0.7439011295269,1,4,0,-1,-1,1,2,1,1,0,0,0,0,0,0,1,6,2,2,1,0,27.3,2,0,1,1,1,33,1,1,0,0,0,0,0,0,0,0,1,6,1,0,0,4,3,3,0,3,2,3,1,2,0,2,2,14,410.78,3,109.96,1,1,8,0,2.05,0.717839793150317,15.45,2.73760900334375,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,1,0,0,0,0,0,1,19,1,1,1,0,1,0,0,0,0,0,0,0,8
4979-WSWKYV-BSV,2,1,1,44,4,March,15,43,15,3,3,0,7,31,3,0,3.43398720448515,2,14.8,2.105892,0.744739130345532,2.482108,0.909108199131469,0,4,0,-1,-1,1,12,0,0,0,0,0,0,12,0,2,10,3,3,1,1,13.5,1,0,1,1,1,21,1,1,1,0,0,0,0,0,0,0,2,4,0,1,1,1,1,3,0,21,5,3,4,3,0,12,4,9,420.48,8,364.58,0,2,52,0,12.25,2.50552593699074,629.55,6.44500527844771,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,27,3.29583686600433,1400,7.24422751560335,0,0,#NULL!,0,#NULL!,1,0,0,0,0,0,0,1,0,1,24,1,1,1,0,1,0,0,0,0,0,0,0,3
7245-IUATZR-VLV,5,1,0,30,3,February,19,43,12,2,2,0,1,18,1,0,2.89037175789616,1,14.5,0.79866,-0.224819955695154,1.81134,0.594066902859269,0,2,1,15,3,4,0,0,0,0,0,0,0,0,0,1,9,3,5,1,0,10.2,1,1,0,1,1,21,1,0,0,0,1,0,0,0,0,0,9,6,0,0,1,2,4,3,0,12,4,4,2,4,0,6,3,10,263.55,4,105.02,1,1,27,0,3.2,1.16315080980568,86.3,4.45782959808938,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,0,0,1,0,0,0,2
2041-WAUPOH-84L,1,4,0,44,4,February,14,60,8,1,2,0,9,41,3,0,3.71357206670431,2,3.1,0.151249,-1.88882779366329,1.119751,0.113106339161359,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,19,4,2,1,0,16.4,1,0,0,5,3,32,1,0,0,0,1,1,0,0,0,0,9,1,0,1,1,2,2,2,0,9,3,3,3,3,0,7,3,10,321.19,3,110.03,0,2,14,0,5.7,1.7404661748405,75.95,4.33007522904178,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,0,0,0,0,0,1,20,1,1,1,0,1,0,1,0,0,0,1,0,2
